environment,obstacleTrain,,seedTraining,seedTesting,score,success,bodyChanged
half_cheetah,none,,0,22,3799.31,21.0,"thigh,big"
half_cheetah,none,,0,21,2860.57,16.0,"thigh,big"
half_cheetah,none,,0,23,3670.9,20.0,"thigh,big"
half_cheetah,none,,0,24,3840.35,21.0,"thigh,big"
half_cheetah,none,,0,26,3659.44,20.0,"thigh,big"
half_cheetah,none,,0,25,3393.06,19.0,"thigh,big"
half_cheetah,none,,0,28,3479.45,19.0,"thigh,big"
half_cheetah,none,,0,27,3715.91,20.0,"thigh,big"
half_cheetah,none,,0,29,3634.97,20.0,"thigh,big"
half_cheetah,none,,1,0,3591.77,19.0,"thigh,big"
half_cheetah,none,,1,1,3428.39,19.0,"thigh,big"
half_cheetah,none,,1,2,3514.32,19.0,"thigh,big"
half_cheetah,none,,1,4,3594.78,19.0,"thigh,big"
half_cheetah,none,,1,3,3519.68,19.0,"thigh,big"
half_cheetah,none,,1,5,3496.25,19.0,"thigh,big"
half_cheetah,none,,1,6,3627.91,20.0,"thigh,big"
half_cheetah,none,,1,7,3514.46,19.0,"thigh,big"
half_cheetah,none,,1,9,3592.58,19.0,"thigh,big"
half_cheetah,none,,1,8,141.99,0.0,"thigh,big"
half_cheetah,none,,1,10,3637.15,20.0,"thigh,big"
half_cheetah,none,,1,11,3489.18,19.0,"thigh,big"
half_cheetah,none,,1,12,3586.03,19.0,"thigh,big"
half_cheetah,none,,1,14,3566.83,19.0,"thigh,big"
half_cheetah,none,,1,13,3581.56,19.0,"thigh,big"
half_cheetah,none,,1,15,3433.87,19.0,"thigh,big"
half_cheetah,none,,1,16,3514.89,19.0,"thigh,big"
half_cheetah,none,,1,17,3526.71,19.0,"thigh,big"
half_cheetah,none,,1,18,3371.13,18.0,"thigh,big"
half_cheetah,none,,1,19,3543.93,19.0,"thigh,big"
half_cheetah,none,,1,20,3528.16,19.0,"thigh,big"
half_cheetah,none,,1,21,3314.28,18.0,"thigh,big"
half_cheetah,none,,1,22,3463.35,19.0,"thigh,big"
half_cheetah,none,,1,23,3561.94,19.0,"thigh,big"
half_cheetah,none,,1,24,3558.08,19.0,"thigh,big"
half_cheetah,none,,1,25,3477.61,19.0,"thigh,big"
half_cheetah,none,,1,26,3582.79,19.0,"thigh,big"
half_cheetah,none,,1,27,3570.76,19.0,"thigh,big"
half_cheetah,none,,1,28,3489.02,19.0,"thigh,big"
half_cheetah,none,,1,29,3310.24,18.0,"thigh,big"
half_cheetah,none,,2,0,3653.29,19.0,"thigh,big"
half_cheetah,none,,2,1,3822.0,20.0,"thigh,big"
half_cheetah,none,,2,2,3741.55,20.0,"thigh,big"
half_cheetah,none,,2,3,3558.42,19.0,"thigh,big"
half_cheetah,none,,2,4,3747.01,20.0,"thigh,big"
half_cheetah,none,,2,5,3777.87,20.0,"thigh,big"
half_cheetah,none,,2,6,3813.33,20.0,"thigh,big"
half_cheetah,none,,2,7,3653.67,19.0,"thigh,big"
half_cheetah,none,,2,10,3646.75,19.0,"thigh,big"
half_cheetah,none,,2,8,3799.97,20.0,"thigh,big"
half_cheetah,none,,2,9,3847.36,20.0,"thigh,big"
half_cheetah,none,,2,11,3801.86,20.0,"thigh,big"
half_cheetah,none,,2,12,3847.16,20.0,"thigh,big"
half_cheetah,none,,2,14,3854.41,20.0,"thigh,big"
half_cheetah,none,,2,13,3599.2,19.0,"thigh,big"
half_cheetah,none,,2,15,3860.64,20.0,"thigh,big"
half_cheetah,none,,2,16,3546.9,19.0,"thigh,big"
half_cheetah,none,,2,17,3870.87,20.0,"thigh,big"
half_cheetah,none,,2,18,3793.73,20.0,"thigh,big"
half_cheetah,none,,2,19,3819.06,20.0,"thigh,big"
half_cheetah,none,,2,20,3735.59,20.0,"thigh,big"
half_cheetah,none,,2,21,3834.47,20.0,"thigh,big"
half_cheetah,none,,2,22,3702.97,20.0,"thigh,big"
half_cheetah,none,,2,23,3822.86,20.0,"thigh,big"
half_cheetah,none,,2,25,3863.07,20.0,"thigh,big"
half_cheetah,none,,2,26,3632.24,19.0,"thigh,big"
half_cheetah,none,,2,24,3936.55,21.0,"thigh,big"
half_cheetah,none,,2,27,3756.22,20.0,"thigh,big"
half_cheetah,none,,2,28,3906.85,21.0,"thigh,big"
half_cheetah,none,,2,29,3629.83,19.0,"thigh,big"
half_cheetah,none,,3,0,3468.07,19.0,"thigh,big"
half_cheetah,none,,3,1,3658.09,20.0,"thigh,big"
half_cheetah,none,,3,2,3408.03,18.0,"thigh,big"
half_cheetah,none,,3,3,3129.9,17.0,"thigh,big"
half_cheetah,none,,3,5,3413.98,18.0,"thigh,big"
half_cheetah,none,,3,4,3282.35,18.0,"thigh,big"
half_cheetah,none,,3,6,3686.59,20.0,"thigh,big"
half_cheetah,none,,3,7,3460.72,19.0,"thigh,big"
half_cheetah,none,,3,8,3646.86,20.0,"thigh,big"
half_cheetah,none,,3,9,3323.23,18.0,"thigh,big"
half_cheetah,none,,3,10,3478.08,19.0,"thigh,big"
half_cheetah,none,,3,13,3597.33,19.0,"thigh,big"
half_cheetah,none,,3,11,3452.24,19.0,"thigh,big"
half_cheetah,none,,3,12,3627.18,19.0,"thigh,big"
half_cheetah,none,,3,14,3516.93,19.0,"thigh,big"
half_cheetah,none,,3,15,3506.75,19.0,"thigh,big"
half_cheetah,none,,3,16,3504.53,19.0,"thigh,big"
half_cheetah,none,,3,17,3554.65,19.0,"thigh,big"
half_cheetah,none,,3,18,3573.56,19.0,"thigh,big"
half_cheetah,none,,3,19,3110.14,17.0,"thigh,big"
half_cheetah,none,,3,20,3520.54,19.0,"thigh,big"
half_cheetah,none,,3,21,3676.38,20.0,"thigh,big"
half_cheetah,none,,3,22,3515.42,19.0,"thigh,big"
half_cheetah,none,,3,23,3374.04,18.0,"thigh,big"
half_cheetah,none,,3,26,3561.34,19.0,"thigh,big"
half_cheetah,none,,3,24,3592.84,19.0,"thigh,big"
half_cheetah,none,,3,25,3661.89,20.0,"thigh,big"
half_cheetah,none,,3,27,3590.91,19.0,"thigh,big"
half_cheetah,none,,3,28,3651.08,20.0,"thigh,big"
half_cheetah,none,,4,1,2666.7,14.0,"thigh,big"
half_cheetah,none,,3,29,3431.52,19.0,"thigh,big"
half_cheetah,none,,4,0,2608.32,14.0,"thigh,big"
half_cheetah,none,,4,3,2866.59,15.0,"thigh,big"
half_cheetah,none,,4,2,2756.0,15.0,"thigh,big"
half_cheetah,none,,4,4,2876.86,15.0,"thigh,big"
half_cheetah,none,,4,5,2874.91,15.0,"thigh,big"
half_cheetah,none,,4,6,2511.08,14.0,"thigh,big"
half_cheetah,none,,4,7,2709.4,15.0,"thigh,big"
half_cheetah,none,,4,8,2764.19,15.0,"thigh,big"
half_cheetah,none,,4,9,2708.58,15.0,"thigh,big"
half_cheetah,none,,4,11,2744.68,15.0,"thigh,big"
half_cheetah,none,,4,10,2760.57,15.0,"thigh,big"
half_cheetah,none,,4,12,2746.23,15.0,"thigh,big"
half_cheetah,none,,4,13,2706.5,15.0,"thigh,big"
half_cheetah,none,,4,14,2819.41,15.0,"thigh,big"
half_cheetah,none,,4,17,2790.18,15.0,"thigh,big"
half_cheetah,none,,4,16,2852.72,15.0,"thigh,big"
half_cheetah,none,,4,15,2894.02,15.0,"thigh,big"
half_cheetah,none,,4,19,2630.62,14.0,"thigh,big"
half_cheetah,none,,4,18,2717.62,15.0,"thigh,big"
half_cheetah,none,,4,20,2755.74,15.0,"thigh,big"
half_cheetah,none,,4,21,2704.35,15.0,"thigh,big"
half_cheetah,none,,4,22,2719.09,15.0,"thigh,big"
half_cheetah,none,,4,23,2706.03,15.0,"thigh,big"
half_cheetah,none,,4,24,2879.68,15.0,"thigh,big"
half_cheetah,none,,4,25,2644.14,14.0,"thigh,big"
half_cheetah,none,,4,28,2858.18,15.0,"thigh,big"
half_cheetah,none,,4,26,2649.33,14.0,"thigh,big"
half_cheetah,none,,4,29,2710.58,15.0,"thigh,big"
half_cheetah,none,,4,27,2724.33,15.0,"thigh,big"
half_cheetah,none,,0,1,332.689,1.0,"thigh,small"
half_cheetah,none,,0,0,3215.03,17.0,"thigh,small"
half_cheetah,none,,0,3,4076.42,22.0,"thigh,small"
half_cheetah,none,,0,2,4231.33,23.0,"thigh,small"
half_cheetah,none,,0,4,1473.7,8.0,"thigh,small"
half_cheetah,none,,0,5,3964.85,21.0,"thigh,small"
half_cheetah,none,,0,7,3515.23,19.0,"thigh,small"
half_cheetah,none,,0,6,3572.46,19.0,"thigh,small"
half_cheetah,none,,0,8,3947.84,21.0,"thigh,small"
half_cheetah,none,,0,9,106.177,0.0,"thigh,small"
half_cheetah,none,,0,10,4192.73,23.0,"thigh,small"
half_cheetah,none,,0,11,2622.97,14.0,"thigh,small"
half_cheetah,none,,0,12,1791.86,10.0,"thigh,small"
half_cheetah,none,,0,14,3869.6,21.0,"thigh,small"
half_cheetah,none,,0,13,3839.4,21.0,"thigh,small"
half_cheetah,none,,0,15,3878.21,21.0,"thigh,small"
half_cheetah,none,,0,17,1405.21,7.0,"thigh,small"
half_cheetah,none,,0,16,3635.15,20.0,"thigh,small"
half_cheetah,none,,0,19,655.087,3.0,"thigh,small"
half_cheetah,none,,0,18,4180.83,23.0,"thigh,small"
half_cheetah,none,,0,20,1108.57,6.0,"thigh,small"
half_cheetah,none,,0,21,3681.39,20.0,"thigh,small"
half_cheetah,none,,0,22,1440.4,8.0,"thigh,small"
half_cheetah,none,,0,23,4245.91,23.0,"thigh,small"
half_cheetah,none,,0,24,4111.31,22.0,"thigh,small"
half_cheetah,none,,0,25,3893.38,21.0,"thigh,small"
half_cheetah,none,,0,26,985.148,5.0,"thigh,small"
half_cheetah,none,,0,29,2145.04,11.0,"thigh,small"
half_cheetah,none,,0,27,4087.27,22.0,"thigh,small"
half_cheetah,none,,0,28,4090.24,22.0,"thigh,small"
half_cheetah,none,,1,1,1988.33,11.0,"thigh,small"
half_cheetah,none,,1,0,2870.79,16.0,"thigh,small"
half_cheetah,none,,1,3,1444.36,8.0,"thigh,small"
half_cheetah,none,,1,2,251.791,1.0,"thigh,small"
half_cheetah,none,,1,4,666.269,3.0,"thigh,small"
half_cheetah,none,,1,5,516.213,2.0,"thigh,small"
half_cheetah,none,,1,7,2143.52,12.0,"thigh,small"
half_cheetah,none,,1,9,3293.61,18.0,"thigh,small"
half_cheetah,none,,1,8,2881.21,16.0,"thigh,small"
half_cheetah,none,,1,6,3488.13,19.0,"thigh,small"
half_cheetah,none,,1,10,2950.98,16.0,"thigh,small"
half_cheetah,none,,1,11,1227.6,6.0,"thigh,small"
half_cheetah,none,,1,12,1395.01,7.0,"thigh,small"
half_cheetah,none,,1,14,1103.14,6.0,"thigh,small"
half_cheetah,none,,1,13,3424.05,19.0,"thigh,small"
half_cheetah,none,,1,15,812.015,4.0,"thigh,small"
half_cheetah,none,,1,16,824.624,4.0,"thigh,small"
half_cheetah,none,,1,17,3201.63,17.0,"thigh,small"
half_cheetah,none,,1,18,1576.13,8.0,"thigh,small"
half_cheetah,none,,1,20,3131.64,17.0,"thigh,small"
half_cheetah,none,,1,19,1873.63,10.0,"thigh,small"
half_cheetah,none,,1,21,620.783,3.0,"thigh,small"
half_cheetah,none,,1,22,3464.18,19.0,"thigh,small"
half_cheetah,none,,1,23,412.825,2.0,"thigh,small"
half_cheetah,none,,1,25,179.631,1.0,"thigh,small"
half_cheetah,none,,1,24,819.782,4.0,"thigh,small"
half_cheetah,none,,1,26,3575.67,19.0,"thigh,small"
half_cheetah,none,,1,27,265.259,1.0,"thigh,small"
half_cheetah,none,,1,29,385.808,2.0,"thigh,small"
half_cheetah,none,,1,28,1410.31,7.0,"thigh,small"
half_cheetah,none,,2,0,3782.39,20.0,"thigh,small"
half_cheetah,none,,2,1,2943.83,16.0,"thigh,small"
half_cheetah,none,,2,3,2124.09,11.0,"thigh,small"
half_cheetah,none,,2,2,3738.98,20.0,"thigh,small"
half_cheetah,none,,2,4,694.29,3.0,"thigh,small"
half_cheetah,none,,2,5,486.647,2.0,"thigh,small"
half_cheetah,none,,2,6,3921.74,21.0,"thigh,small"
half_cheetah,none,,2,7,770.943,4.0,"thigh,small"
half_cheetah,none,,2,8,3882.02,21.0,"thigh,small"
half_cheetah,none,,2,9,3937.91,21.0,"thigh,small"
half_cheetah,none,,2,10,3908.46,21.0,"thigh,small"
half_cheetah,none,,2,11,3674.81,20.0,"thigh,small"
half_cheetah,none,,2,12,3894.13,21.0,"thigh,small"
half_cheetah,none,,2,13,3564.51,19.0,"thigh,small"
half_cheetah,none,,2,14,3893.43,21.0,"thigh,small"
half_cheetah,none,,2,15,3768.59,20.0,"thigh,small"
half_cheetah,none,,2,17,4073.21,22.0,"thigh,small"
half_cheetah,none,,2,16,3924.99,21.0,"thigh,small"
half_cheetah,none,,2,18,3866.49,20.0,"thigh,small"
half_cheetah,none,,2,19,3851.67,20.0,"thigh,small"
half_cheetah,none,,2,20,498.336,2.0,"thigh,small"
half_cheetah,none,,2,21,3933.06,21.0,"thigh,small"
half_cheetah,none,,2,22,3848.07,20.0,"thigh,small"
half_cheetah,none,,2,23,3645.81,19.0,"thigh,small"
half_cheetah,none,,2,25,18.8135,0.0,"thigh,small"
half_cheetah,none,,2,26,3904.73,21.0,"thigh,small"
half_cheetah,none,,2,24,3936.62,21.0,"thigh,small"
half_cheetah,none,,2,27,3939.42,21.0,"thigh,small"
half_cheetah,none,,2,28,1309.18,7.0,"thigh,small"
half_cheetah,none,,2,29,3955.6,21.0,"thigh,small"
half_cheetah,none,,3,0,3647.22,20.0,"thigh,small"
half_cheetah,none,,3,1,1337.48,7.0,"thigh,small"
half_cheetah,none,,3,3,861.009,4.0,"thigh,small"
half_cheetah,none,,3,2,3882.62,21.0,"thigh,small"
half_cheetah,none,,3,4,2939.02,16.0,"thigh,small"
half_cheetah,none,,3,5,3590.99,19.0,"thigh,small"
half_cheetah,none,,3,6,3573.99,19.0,"thigh,small"
half_cheetah,none,,3,7,3714.62,20.0,"thigh,small"
half_cheetah,none,,3,8,3737.59,20.0,"thigh,small"
half_cheetah,none,,3,9,3716.86,20.0,"thigh,small"
half_cheetah,none,,3,10,3674.16,20.0,"thigh,small"
half_cheetah,none,,3,12,3660.93,20.0,"thigh,small"
half_cheetah,none,,3,13,457.903,2.0,"thigh,small"
half_cheetah,none,,3,11,3309.48,18.0,"thigh,small"
half_cheetah,none,,3,14,2143.81,12.0,"thigh,small"
half_cheetah,none,,3,15,2838.48,15.0,"thigh,small"
half_cheetah,none,,3,16,742.476,4.0,"thigh,small"
half_cheetah,none,,3,17,3140.58,17.0,"thigh,small"
half_cheetah,none,,3,18,1999.83,11.0,"thigh,small"
half_cheetah,none,,3,19,2176.87,12.0,"thigh,small"
half_cheetah,none,,3,20,3763.31,20.0,"thigh,small"
half_cheetah,none,,3,22,3465.05,19.0,"thigh,small"
half_cheetah,none,,3,21,3540.33,19.0,"thigh,small"
half_cheetah,none,,3,23,1973.09,10.0,"thigh,small"
half_cheetah,none,,3,25,3588.48,19.0,"thigh,small"
half_cheetah,none,,3,24,1181.35,6.0,"thigh,small"
half_cheetah,none,,3,26,3788.15,20.0,"thigh,small"
half_cheetah,none,,3,27,3673.83,20.0,"thigh,small"
half_cheetah,none,,3,28,3761.84,20.0,"thigh,small"
half_cheetah,none,,3,29,3723.32,20.0,"thigh,small"
half_cheetah,none,,4,0,1601.06,9.0,"thigh,small"
half_cheetah,none,,4,1,2880.21,15.0,"thigh,small"
half_cheetah,none,,4,2,2075.26,11.0,"thigh,small"
half_cheetah,none,,4,3,2874.51,15.0,"thigh,small"
half_cheetah,none,,4,4,2771.54,15.0,"thigh,small"
half_cheetah,none,,4,5,2726.33,15.0,"thigh,small"
half_cheetah,none,,4,6,2232.23,12.0,"thigh,small"
half_cheetah,none,,4,7,2707.47,14.0,"thigh,small"
half_cheetah,none,,4,8,2909.23,16.0,"thigh,small"
half_cheetah,none,,4,9,2789.51,15.0,"thigh,small"
half_cheetah,none,,4,10,2877.07,15.0,"thigh,small"
half_cheetah,none,,4,11,2713.03,15.0,"thigh,small"
half_cheetah,none,,4,12,391.461,3.0,"thigh,small"
half_cheetah,none,,4,13,2821.54,15.0,"thigh,small"
half_cheetah,none,,4,14,2518.96,14.0,"thigh,small"
half_cheetah,none,,4,15,956.752,6.0,"thigh,small"
half_cheetah,none,,4,16,2693.35,14.0,"thigh,small"
half_cheetah,none,,4,17,1980.97,11.0,"thigh,small"
half_cheetah,none,,4,18,2572.53,14.0,"thigh,small"
half_cheetah,none,,4,19,2949.71,16.0,"thigh,small"
half_cheetah,none,,4,20,726.817,4.0,"thigh,small"
half_cheetah,none,,4,22,658.697,4.0,"thigh,small"
half_cheetah,none,,4,21,1624.84,9.0,"thigh,small"
half_cheetah,none,,4,23,2836.74,15.0,"thigh,small"
half_cheetah,none,,4,26,2609.6,14.0,"thigh,small"
half_cheetah,none,,4,24,2503.0,13.0,"thigh,small"
half_cheetah,none,,4,25,1341.46,8.0,"thigh,small"
half_cheetah,none,,4,27,2727.44,15.0,"thigh,small"
half_cheetah,none,,4,28,2810.18,15.0,"thigh,small"
half_cheetah,none,,4,29,2504.33,13.0,"thigh,small"
half_cheetah,none,,0,0,2621.25,15.0,"shin,big"
half_cheetah,none,,0,1,1919.54,11.0,"shin,big"
half_cheetah,none,,0,2,2921.76,16.0,"shin,big"
half_cheetah,none,,0,3,2648.66,15.0,"shin,big"
half_cheetah,none,,0,4,2750.55,15.0,"shin,big"
half_cheetah,none,,0,5,2870.85,16.0,"shin,big"
half_cheetah,none,,0,6,2677.99,15.0,"shin,big"
half_cheetah,none,,0,7,874.569,5.0,"shin,big"
half_cheetah,none,,0,9,2607.95,15.0,"shin,big"
half_cheetah,none,,0,8,2695.45,15.0,"shin,big"
half_cheetah,none,,0,10,1314.15,7.0,"shin,big"
half_cheetah,none,,0,12,2811.46,16.0,"shin,big"
half_cheetah,none,,0,11,2940.73,16.0,"shin,big"
half_cheetah,none,,0,14,1507.15,8.0,"shin,big"
half_cheetah,none,,0,13,2647.15,15.0,"shin,big"
half_cheetah,none,,0,17,2518.57,14.0,"shin,big"
half_cheetah,none,,0,15,2720.52,15.0,"shin,big"
half_cheetah,none,,0,16,2738.32,15.0,"shin,big"
half_cheetah,none,,0,18,2442.83,14.0,"shin,big"
half_cheetah,none,,0,19,1766.42,10.0,"shin,big"
half_cheetah,none,,0,20,2643.57,15.0,"shin,big"
half_cheetah,none,,0,21,2601.09,15.0,"shin,big"
half_cheetah,none,,0,22,2742.88,15.0,"shin,big"
half_cheetah,none,,0,23,2823.18,16.0,"shin,big"
half_cheetah,none,,0,24,2710.44,15.0,"shin,big"
half_cheetah,none,,0,25,2750.15,15.0,"shin,big"
half_cheetah,none,,0,26,2770.74,15.0,"shin,big"
half_cheetah,none,,0,27,2405.61,14.0,"shin,big"
half_cheetah,none,,0,28,2708.83,15.0,"shin,big"
half_cheetah,none,,0,29,2725.23,15.0,"shin,big"
half_cheetah,none,,1,0,811.465,4.0,"shin,big"
half_cheetah,none,,1,1,960.127,5.0,"shin,big"
half_cheetah,none,,1,3,2928.61,16.0,"shin,big"
half_cheetah,none,,1,2,2453.89,14.0,"shin,big"
half_cheetah,none,,1,4,2928.89,16.0,"shin,big"
half_cheetah,none,,1,5,2847.95,16.0,"shin,big"
half_cheetah,none,,1,6,2915.12,16.0,"shin,big"
half_cheetah,none,,1,7,2972.65,16.0,"shin,big"
half_cheetah,none,,1,8,2992.1,16.0,"shin,big"
half_cheetah,none,,1,9,2381.8,13.0,"shin,big"
half_cheetah,none,,1,10,1028.41,5.0,"shin,big"
half_cheetah,none,,1,11,2861.38,16.0,"shin,big"
half_cheetah,none,,1,14,2556.64,14.0,"shin,big"
half_cheetah,none,,1,13,1677.95,9.0,"shin,big"
half_cheetah,none,,1,12,2965.39,16.0,"shin,big"
half_cheetah,none,,1,16,2811.79,16.0,"shin,big"
half_cheetah,none,,1,15,2866.2,16.0,"shin,big"
half_cheetah,none,,1,17,2902.33,16.0,"shin,big"
half_cheetah,none,,1,19,3032.04,17.0,"shin,big"
half_cheetah,none,,1,18,2928.36,16.0,"shin,big"
half_cheetah,none,,1,20,2883.14,16.0,"shin,big"
half_cheetah,none,,1,21,2967.99,16.0,"shin,big"
half_cheetah,none,,1,22,353.09,2.0,"shin,big"
half_cheetah,none,,1,23,2853.6,16.0,"shin,big"
half_cheetah,none,,1,24,2951.27,16.0,"shin,big"
half_cheetah,none,,1,25,2928.95,16.0,"shin,big"
half_cheetah,none,,1,26,2870.7,16.0,"shin,big"
half_cheetah,none,,1,27,2930.78,16.0,"shin,big"
half_cheetah,none,,1,29,3000.58,16.0,"shin,big"
half_cheetah,none,,2,0,3910.36,21.0,"shin,big"
half_cheetah,none,,1,28,2979.51,16.0,"shin,big"
half_cheetah,none,,2,1,4078.07,22.0,"shin,big"
half_cheetah,none,,2,2,4090.77,22.0,"shin,big"
half_cheetah,none,,2,3,3730.98,20.0,"shin,big"
half_cheetah,none,,2,4,4193.2,22.0,"shin,big"
half_cheetah,none,,2,5,4161.63,22.0,"shin,big"
half_cheetah,none,,2,6,4121.8,22.0,"shin,big"
half_cheetah,none,,2,7,4163.95,22.0,"shin,big"
half_cheetah,none,,2,8,3995.62,21.0,"shin,big"
half_cheetah,none,,2,9,4133.77,22.0,"shin,big"
half_cheetah,none,,2,10,4073.07,21.0,"shin,big"
half_cheetah,none,,2,13,3944.66,21.0,"shin,big"
half_cheetah,none,,2,12,4014.55,21.0,"shin,big"
half_cheetah,none,,2,11,2775.63,15.0,"shin,big"
half_cheetah,none,,2,14,3941.38,21.0,"shin,big"
half_cheetah,none,,2,15,4121.46,22.0,"shin,big"
half_cheetah,none,,2,17,4124.33,22.0,"shin,big"
half_cheetah,none,,2,16,3560.78,19.0,"shin,big"
half_cheetah,none,,2,19,4179.88,22.0,"shin,big"
half_cheetah,none,,2,18,4101.14,22.0,"shin,big"
half_cheetah,none,,2,20,4104.82,22.0,"shin,big"
half_cheetah,none,,2,21,4161.36,22.0,"shin,big"
half_cheetah,none,,2,22,4118.71,22.0,"shin,big"
half_cheetah,none,,2,23,4082.11,22.0,"shin,big"
half_cheetah,none,,2,24,4103.89,22.0,"shin,big"
half_cheetah,none,,2,25,2519.73,13.0,"shin,big"
half_cheetah,none,,2,26,4119.01,22.0,"shin,big"
half_cheetah,none,,2,29,4090.77,22.0,"shin,big"
half_cheetah,none,,2,27,4121.7,22.0,"shin,big"
half_cheetah,none,,3,0,3099.23,17.0,"shin,big"
half_cheetah,none,,2,28,4116.16,22.0,"shin,big"
half_cheetah,none,,3,1,2968.31,16.0,"shin,big"
half_cheetah,none,,3,3,2980.43,16.0,"shin,big"
half_cheetah,none,,3,2,3178.93,17.0,"shin,big"
half_cheetah,none,,3,4,3157.24,17.0,"shin,big"
half_cheetah,none,,3,6,3155.46,17.0,"shin,big"
half_cheetah,none,,3,5,3161.53,17.0,"shin,big"
half_cheetah,none,,3,7,3251.08,18.0,"shin,big"
half_cheetah,none,,3,9,3091.3,17.0,"shin,big"
half_cheetah,none,,3,8,2995.31,16.0,"shin,big"
half_cheetah,none,,3,10,3157.88,17.0,"shin,big"
half_cheetah,none,,3,11,3041.3,17.0,"shin,big"
half_cheetah,none,,3,14,3120.15,17.0,"shin,big"
half_cheetah,none,,3,12,3143.71,17.0,"shin,big"
half_cheetah,none,,3,13,3141.24,17.0,"shin,big"
half_cheetah,none,,3,15,3169.26,17.0,"shin,big"
half_cheetah,none,,3,16,3113.37,17.0,"shin,big"
half_cheetah,none,,3,17,3108.54,17.0,"shin,big"
half_cheetah,none,,3,19,3028.39,16.0,"shin,big"
half_cheetah,none,,3,18,3168.59,17.0,"shin,big"
half_cheetah,none,,3,20,3192.38,17.0,"shin,big"
half_cheetah,none,,3,22,3245.29,18.0,"shin,big"
half_cheetah,none,,3,21,3122.03,17.0,"shin,big"
half_cheetah,none,,3,23,3246.48,18.0,"shin,big"
half_cheetah,none,,3,25,2942.66,16.0,"shin,big"
half_cheetah,none,,3,24,3115.57,17.0,"shin,big"
half_cheetah,none,,3,26,3020.19,16.0,"shin,big"
half_cheetah,none,,3,29,3099.19,17.0,"shin,big"
half_cheetah,none,,3,27,2578.17,14.0,"shin,big"
half_cheetah,none,,4,0,2354.65,13.0,"shin,big"
half_cheetah,none,,3,28,2862.38,16.0,"shin,big"
half_cheetah,none,,4,1,2382.08,13.0,"shin,big"
half_cheetah,none,,4,2,2313.17,12.0,"shin,big"
half_cheetah,none,,4,3,963.86,6.0,"shin,big"
half_cheetah,none,,4,4,2145.17,12.0,"shin,big"
half_cheetah,none,,4,5,2329.7,13.0,"shin,big"
half_cheetah,none,,4,6,430.697,3.0,"shin,big"
half_cheetah,none,,4,7,2335.06,13.0,"shin,big"
half_cheetah,none,,4,8,2307.18,12.0,"shin,big"
half_cheetah,none,,4,9,1407.7,8.0,"shin,big"
half_cheetah,none,,4,10,2282.99,12.0,"shin,big"
half_cheetah,none,,4,11,2353.54,13.0,"shin,big"
half_cheetah,none,,4,12,2307.91,12.0,"shin,big"
half_cheetah,none,,4,13,2417.82,13.0,"shin,big"
half_cheetah,none,,4,15,2306.21,12.0,"shin,big"
half_cheetah,none,,4,17,2451.51,13.0,"shin,big"
half_cheetah,none,,4,16,2231.35,12.0,"shin,big"
half_cheetah,none,,4,14,2242.46,12.0,"shin,big"
half_cheetah,none,,4,18,2270.17,12.0,"shin,big"
half_cheetah,none,,4,19,2392.11,13.0,"shin,big"
half_cheetah,none,,4,20,2112.49,11.0,"shin,big"
half_cheetah,none,,4,22,2278.02,12.0,"shin,big"
half_cheetah,none,,4,21,2360.92,13.0,"shin,big"
half_cheetah,none,,4,23,2268.61,12.0,"shin,big"
half_cheetah,none,,4,24,2352.37,13.0,"shin,big"
half_cheetah,none,,4,25,2312.28,12.0,"shin,big"
half_cheetah,none,,4,26,2284.35,12.0,"shin,big"
half_cheetah,none,,4,27,2421.13,13.0,"shin,big"
half_cheetah,none,,4,28,1080.07,6.0,"shin,big"
half_cheetah,none,,0,0,3796.28,21.0,"shin,small"
half_cheetah,none,,4,29,2303.89,12.0,"shin,big"
half_cheetah,none,,0,1,3627.6,20.0,"shin,small"
half_cheetah,none,,0,3,3853.56,21.0,"shin,small"
half_cheetah,none,,0,2,3709.57,20.0,"shin,small"
half_cheetah,none,,0,4,3736.16,20.0,"shin,small"
half_cheetah,none,,0,5,3684.73,20.0,"shin,small"
half_cheetah,none,,0,6,2432.13,13.0,"shin,small"
half_cheetah,none,,0,9,3662.19,20.0,"shin,small"
half_cheetah,none,,0,7,3917.4,21.0,"shin,small"
half_cheetah,none,,0,8,3594.67,20.0,"shin,small"
half_cheetah,none,,0,10,3909.27,21.0,"shin,small"
half_cheetah,none,,0,11,3730.07,20.0,"shin,small"
half_cheetah,none,,0,12,3162.11,17.0,"shin,small"
half_cheetah,none,,0,13,3484.93,19.0,"shin,small"
half_cheetah,none,,0,14,3723.39,20.0,"shin,small"
half_cheetah,none,,0,16,3957.06,21.0,"shin,small"
half_cheetah,none,,0,15,3713.44,20.0,"shin,small"
half_cheetah,none,,0,17,169.404,1.0,"shin,small"
half_cheetah,none,,0,18,3719.46,20.0,"shin,small"
half_cheetah,none,,0,19,3729.94,20.0,"shin,small"
half_cheetah,none,,0,20,3903.21,21.0,"shin,small"
half_cheetah,none,,0,22,3608.41,20.0,"shin,small"
half_cheetah,none,,0,21,2769.96,15.0,"shin,small"
half_cheetah,none,,0,23,3711.41,20.0,"shin,small"
half_cheetah,none,,0,25,3635.37,20.0,"shin,small"
half_cheetah,none,,0,24,3538.1,19.0,"shin,small"
half_cheetah,none,,0,26,3737.26,20.0,"shin,small"
half_cheetah,none,,0,27,3777.29,21.0,"shin,small"
