environment,obstacleTrain,obstacleTest,seedTraining,seedTesting,score,success
half_cheetah,2,1,3,1,70.4275,0.0
half_cheetah,2,1,3,3,64.046,0.0
half_cheetah,2,1,3,2,73.451,0.0
half_cheetah,2,1,3,4,66.0146,0.0
half_cheetah,2,1,3,7,62.4533,0.0
half_cheetah,2,1,3,6,58.9277,0.0
half_cheetah,2,1,3,5,61.9241,0.0
half_cheetah,2,1,3,9,75.4368,0.0
half_cheetah,2,1,3,8,64.5512,0.0
half_cheetah,2,1,4,0,54.2837,0.0
half_cheetah,2,1,4,1,70.7426,0.0
half_cheetah,2,1,4,3,48.4115,0.0
half_cheetah,2,1,4,2,53.1875,0.0
half_cheetah,2,1,4,4,66.8895,0.0
half_cheetah,2,1,4,5,54.5203,0.0
half_cheetah,2,1,4,6,61.2025,0.0
half_cheetah,2,1,4,7,63.2359,0.0
half_cheetah,2,1,4,9,68.931,0.0
half_cheetah,2,2,0,0,747.442,3.0
half_cheetah,2,1,4,8,49.0625,0.0
half_cheetah,2,2,0,1,306.164,1.0
half_cheetah,2,2,0,2,547.36,2.0
half_cheetah,2,2,0,4,341.22,1.0
half_cheetah,2,2,0,3,1172.63,5.0
half_cheetah,2,2,0,5,535.685,2.0
half_cheetah,2,2,0,6,939.227,4.0
half_cheetah,2,2,0,7,46.263,0.0
half_cheetah,2,2,0,9,323.769,1.0
half_cheetah,2,2,0,8,247.018,1.0
half_cheetah,2,2,1,1,156.418,0.0
half_cheetah,2,2,1,0,122.098,0.0
half_cheetah,2,2,1,2,555.004,2.0
half_cheetah,2,2,1,3,342.142,1.0
half_cheetah,2,2,1,4,165.193,0.0
half_cheetah,2,2,1,6,151.763,0.0
half_cheetah,2,2,1,5,129.203,0.0
half_cheetah,2,2,1,7,130.811,0.0
half_cheetah,2,2,2,0,320.624,1.0
half_cheetah,2,2,1,9,739.358,3.0
half_cheetah,2,2,1,8,541.84,2.0
half_cheetah,2,2,2,1,1721.38,8.0
half_cheetah,2,2,2,2,125.022,0.0
half_cheetah,2,2,2,3,740.449,3.0
half_cheetah,2,2,2,4,548.67,2.0
half_cheetah,2,2,2,5,1503.21,7.0
half_cheetah,2,2,2,6,531.309,2.0
half_cheetah,2,2,2,7,134.615,0.0
half_cheetah,2,2,2,9,351.226,1.0
half_cheetah,2,2,2,8,660.146,3.0
half_cheetah,2,2,3,0,2192.9,10.0
half_cheetah,2,2,3,1,215.06,1.0
half_cheetah,2,2,3,2,2018.59,10.0
half_cheetah,2,2,3,4,2063.32,10.0
half_cheetah,2,2,3,3,1738.49,8.0
half_cheetah,2,2,3,5,352.919,1.0
half_cheetah,2,2,3,6,1147.49,5.0
half_cheetah,2,2,3,7,362.972,1.0
half_cheetah,2,2,3,8,1290.02,7.0
half_cheetah,2,2,3,9,2094.42,10.0
half_cheetah,2,2,4,0,930.937,4.0
half_cheetah,2,2,4,1,912.354,4.0
half_cheetah,2,2,4,3,132.638,0.0
half_cheetah,2,2,4,2,139.916,0.0
half_cheetah,2,2,4,4,936.204,4.0
half_cheetah,2,2,4,6,532.333,2.0
half_cheetah,2,2,4,7,119.681,0.0
half_cheetah,2,2,4,5,121.1,0.0
half_cheetah,2,2,4,9,211.603,1.0
half_cheetah,2,2,4,8,699.44,3.0
half_cheetah,2,3,0,0,51.3323,0.0
half_cheetah,2,3,0,1,72.45,0.0
half_cheetah,2,3,0,2,74.8796,0.0
half_cheetah,2,3,0,3,50.2626,0.0
half_cheetah,2,3,0,4,52.5215,0.0
half_cheetah,2,3,0,5,48.8445,0.0
half_cheetah,2,3,0,6,48.703,0.0
half_cheetah,2,3,1,1,100.26,0.0
half_cheetah,2,3,0,9,66.2245,0.0
half_cheetah,2,3,0,7,53.2916,0.0
half_cheetah,2,3,0,8,57.25,0.0
half_cheetah,2,3,1,2,67.6388,0.0
half_cheetah,2,3,1,0,75.868,0.0
half_cheetah,2,3,1,5,58.7963,0.0
half_cheetah,2,3,1,6,57.0601,0.0
half_cheetah,2,3,1,3,61.0481,0.0
half_cheetah,2,3,1,7,439.305,2.0
half_cheetah,2,3,1,4,492.697,2.0
half_cheetah,2,3,1,9,72.3555,0.0
half_cheetah,2,3,2,0,50.73,0.0
half_cheetah,2,3,1,8,65.8715,0.0
half_cheetah,2,3,2,1,56.0402,0.0
half_cheetah,2,3,2,2,89.3653,0.0
half_cheetah,2,3,2,3,50.2042,0.0
half_cheetah,2,3,2,5,91.6257,0.0
half_cheetah,2,3,2,4,254.121,1.0
half_cheetah,2,3,2,6,61.6794,0.0
half_cheetah,2,3,3,1,72.4466,0.0
half_cheetah,2,3,2,7,78.132,0.0
half_cheetah,2,3,2,9,61.6909,0.0
half_cheetah,2,3,3,0,51.8057,0.0
half_cheetah,2,3,3,2,62.0004,0.0
half_cheetah,2,3,2,8,53.3012,0.0
half_cheetah,2,3,3,4,66.6808,0.0
half_cheetah,2,3,3,3,50.8998,0.0
half_cheetah,2,3,3,6,52.5741,0.0
half_cheetah,2,3,3,5,52.7218,0.0
half_cheetah,2,3,3,7,49.8644,0.0
half_cheetah,2,3,4,9,55.4902,0.0
half_cheetah,2,3,4,0,46.9984,0.0
half_cheetah,2,4,0,1,48.4021,0.0
half_cheetah,2,3,4,6,45.3575,0.0
half_cheetah,2,4,0,2,57.509,0.0
half_cheetah,2,3,3,9,64.9706,0.0
half_cheetah,2,3,4,3,45.7617,0.0
half_cheetah,2,3,4,5,46.5467,0.0
half_cheetah,2,3,3,8,54.2754,0.0
half_cheetah,2,3,4,2,56.739,0.0
half_cheetah,2,3,4,4,60.5255,0.0
half_cheetah,2,3,4,8,48.5344,0.0
half_cheetah,2,4,0,0,54.233,0.0
half_cheetah,2,3,4,7,44.3594,0.0
half_cheetah,2,3,4,1,53.0072,0.0
half_cheetah,2,4,0,3,40.6271,0.0
half_cheetah,2,4,0,6,47.4388,0.0
half_cheetah,2,4,1,0,19.2273,0.0
half_cheetah,2,4,0,8,61.5461,0.0
half_cheetah,2,4,0,9,51.2826,0.0
half_cheetah,2,4,1,1,53.1362,0.0
half_cheetah,2,4,0,4,56.012,0.0
half_cheetah,2,4,0,7,46.9187,0.0
half_cheetah,2,4,1,5,22.7569,0.0
half_cheetah,2,4,1,7,48.5782,0.0
half_cheetah,2,4,1,6,37.5853,0.0
half_cheetah,2,4,0,5,53.1509,0.0
half_cheetah,2,4,1,8,38.7721,0.0
half_cheetah,2,4,1,2,61.6779,0.0
half_cheetah,2,4,1,4,260.098,1.0
half_cheetah,2,4,1,3,19.273,0.0
half_cheetah,2,4,1,9,64.4822,0.0
half_cheetah,2,4,2,3,48.6051,0.0
half_cheetah,2,4,2,5,49.0958,0.0
half_cheetah,2,4,2,8,22.6992,0.0
half_cheetah,2,4,3,0,32.4989,0.0
half_cheetah,2,4,2,0,18.4657,0.0
half_cheetah,2,4,2,4,48.6808,0.0
half_cheetah,2,4,2,2,28.6878,0.0
half_cheetah,2,4,2,1,28.9546,0.0
half_cheetah,2,4,2,6,52.8033,0.0
half_cheetah,2,4,2,7,17.0189,0.0
half_cheetah,2,4,2,9,47.3323,0.0
half_cheetah,2,4,3,1,43.5809,0.0
half_cheetah,2,4,3,4,60.9279,0.0
half_cheetah,2,4,3,2,50.7079,0.0
half_cheetah,2,4,3,5,39.4703,0.0
half_cheetah,2,4,3,3,57.2884,0.0
half_cheetah,2,4,3,6,20.7551,0.0
half_cheetah,2,4,3,7,36.751,0.0
half_cheetah,2,4,4,1,54.2882,0.0
half_cheetah,2,4,4,2,57.7164,0.0
half_cheetah,2,4,3,8,45.3966,0.0
half_cheetah,2,4,3,9,50.7555,0.0
half_cheetah,2,4,4,0,57.0941,0.0
half_cheetah,2,4,4,3,49.2825,0.0
half_cheetah,2,4,4,4,46.5725,0.0
half_cheetah,2,4,4,5,48.9466,0.0
half_cheetah,2,4,4,6,40.4603,0.0
half_cheetah,2,4,4,7,54.3188,0.0
half_cheetah,2,4,4,9,67.9329,0.0
half_cheetah,2,4,4,8,49.9446,0.0
half_cheetah,3,0,0,0,61.7939,0.0
half_cheetah,3,0,0,1,64.9495,0.0
half_cheetah,3,0,0,3,59.2751,0.0
half_cheetah,3,0,0,2,96.7286,0.0
half_cheetah,3,0,0,4,60.1464,0.0
half_cheetah,3,0,0,5,60.4608,0.0
half_cheetah,3,0,0,6,86.5688,0.0
half_cheetah,3,0,0,7,42.5794,0.0
half_cheetah,3,0,0,9,67.5009,0.0
half_cheetah,3,0,0,8,62.4369,0.0
half_cheetah,3,0,1,0,26.0126,0.0
half_cheetah,3,0,1,1,81.1621,0.0
half_cheetah,3,0,1,4,55.2586,0.0
half_cheetah,3,0,1,3,13.3055,0.0
half_cheetah,3,0,1,2,71.1023,0.0
half_cheetah,3,0,1,5,60.017,0.0
half_cheetah,3,0,1,6,40.1765,0.0
half_cheetah,3,0,1,7,1.46996,0.0
half_cheetah,3,0,1,9,59.957,0.0
half_cheetah,3,0,1,8,51.7869,0.0
half_cheetah,3,0,2,0,66.0147,0.0
half_cheetah,3,0,2,1,75.5197,0.0
half_cheetah,3,0,2,2,53.6153,0.0
half_cheetah,3,0,2,3,49.1513,0.0
half_cheetah,3,0,2,4,75.5477,0.0
half_cheetah,3,0,2,6,68.3091,0.0
half_cheetah,3,0,2,5,63.7517,0.0
half_cheetah,3,0,2,7,55.4655,0.0
half_cheetah,3,0,2,9,77.0886,0.0
half_cheetah,3,0,2,8,68.5766,0.0
half_cheetah,3,0,3,0,63.6337,0.0
half_cheetah,3,0,3,1,82.3584,0.0
half_cheetah,3,0,3,2,80.0189,0.0
half_cheetah,3,0,3,3,64.2361,0.0
half_cheetah,3,0,3,4,60.5394,0.0
half_cheetah,3,0,3,5,68.5155,0.0
half_cheetah,3,0,3,6,60.8494,0.0
half_cheetah,3,0,3,7,255.116,1.0
half_cheetah,3,0,3,9,72.5418,0.0
half_cheetah,3,0,3,8,465.84,2.0
half_cheetah,3,0,4,0,67.2443,0.0
half_cheetah,3,0,4,2,74.7974,0.0
half_cheetah,3,0,4,1,88.0197,0.0
half_cheetah,3,0,4,3,63.7444,0.0
half_cheetah,3,0,4,4,67.1697,0.0
half_cheetah,3,0,4,5,66.9997,0.0
half_cheetah,3,0,4,6,66.4765,0.0
half_cheetah,3,0,4,7,73.8367,0.0
half_cheetah,3,0,4,8,65.6328,0.0
half_cheetah,3,0,4,9,79.1709,0.0
half_cheetah,3,1,0,0,84.2598,0.0
half_cheetah,3,1,0,1,93.2301,0.0
half_cheetah,3,1,0,2,60.591,0.0
half_cheetah,3,1,0,3,51.3074,0.0
half_cheetah,3,1,0,4,87.7119,0.0
half_cheetah,3,1,0,5,40.0591,0.0
half_cheetah,3,1,0,6,82.1873,0.0
half_cheetah,3,1,0,8,17.8449,0.0
half_cheetah,3,1,0,7,-9.1641,0.0
half_cheetah,3,1,0,9,67.542,0.0
half_cheetah,3,1,1,0,85.8636,0.0
half_cheetah,3,1,1,1,84.5614,0.0
half_cheetah,3,1,1,2,86.3499,0.0
half_cheetah,3,1,1,3,76.626,0.0
half_cheetah,3,1,1,4,87.1785,0.0
half_cheetah,3,1,1,5,86.8402,0.0
half_cheetah,3,1,1,6,82.0141,0.0
half_cheetah,3,1,1,7,77.2271,0.0
half_cheetah,3,1,1,8,87.3743,0.0
half_cheetah,3,1,1,9,93.1368,0.0
half_cheetah,3,1,2,0,62.7567,0.0
half_cheetah,3,1,2,1,70.3007,0.0
half_cheetah,3,1,2,2,72.2353,0.0
half_cheetah,3,1,2,4,64.327,0.0
half_cheetah,3,1,2,3,61.176,0.0
half_cheetah,3,1,2,5,63.1885,0.0
half_cheetah,3,1,2,6,59.9661,0.0
half_cheetah,3,1,2,7,60.5657,0.0
half_cheetah,3,1,2,8,62.2281,0.0
half_cheetah,3,1,2,9,72.7419,0.0
half_cheetah,3,1,3,0,82.0831,0.0
half_cheetah,3,1,3,1,87.5903,0.0
half_cheetah,3,1,3,2,87.9017,0.0
half_cheetah,3,1,3,3,74.5977,0.0
half_cheetah,3,1,3,4,87.6514,0.0
half_cheetah,3,1,3,5,83.1676,0.0
half_cheetah,3,1,3,6,77.3344,0.0
half_cheetah,3,1,3,7,77.4383,0.0
half_cheetah,3,1,3,8,86.4,0.0
half_cheetah,3,1,3,9,84.8075,0.0
half_cheetah,3,1,4,0,84.7529,0.0
half_cheetah,3,1,4,1,92.3044,0.0
half_cheetah,3,1,4,2,92.4836,0.0
half_cheetah,3,1,4,3,81.2886,0.0
half_cheetah,3,1,4,4,87.8286,0.0
half_cheetah,3,1,4,5,84.3044,0.0
half_cheetah,3,1,4,6,78.524,0.0
half_cheetah,3,1,4,7,76.8655,0.0
half_cheetah,3,1,4,8,84.4687,0.0
half_cheetah,3,1,4,9,94.1256,0.0
half_cheetah,3,2,0,0,63.5719,0.0
half_cheetah,3,2,0,1,156.351,0.0
half_cheetah,3,2,0,2,137.426,0.0
half_cheetah,3,2,0,3,135.249,0.0
half_cheetah,3,2,0,4,126.338,0.0
half_cheetah,3,2,0,5,121.742,0.0
half_cheetah,3,2,0,6,128.292,0.0
half_cheetah,3,2,0,7,-12.1394,0.0
half_cheetah,3,2,0,8,125.939,0.0
half_cheetah,3,2,0,9,335.246,1.0
half_cheetah,3,2,1,0,132.07,0.0
half_cheetah,3,2,1,1,137.913,0.0
half_cheetah,3,2,1,2,149.841,0.0
half_cheetah,3,2,1,3,139.81,0.0
half_cheetah,3,2,1,5,129.866,0.0
half_cheetah,3,2,1,4,139.857,0.0
half_cheetah,3,2,1,6,150.898,0.0
half_cheetah,3,2,1,7,139.945,0.0
half_cheetah,3,2,1,8,134.235,0.0
half_cheetah,3,2,1,9,144.307,0.0
half_cheetah,3,2,2,1,62.3301,0.0
half_cheetah,3,2,2,0,55.0129,0.0
half_cheetah,3,2,2,2,63.8004,0.0
half_cheetah,3,2,2,3,53.1923,0.0
half_cheetah,3,2,2,4,58.6277,0.0
half_cheetah,3,2,2,5,53.3807,0.0
half_cheetah,3,2,2,6,53.3207,0.0
half_cheetah,3,2,2,7,52.564,0.0
half_cheetah,3,2,2,8,59.6805,0.0
half_cheetah,3,2,2,9,64.8189,0.0
half_cheetah,3,2,3,0,115.078,0.0
half_cheetah,3,2,3,1,123.442,0.0
half_cheetah,3,2,3,2,144.791,0.0
half_cheetah,3,2,3,3,129.796,0.0
half_cheetah,3,2,3,4,134.663,0.0
half_cheetah,3,2,3,5,136.528,0.0
half_cheetah,3,2,3,7,134.772,0.0
half_cheetah,3,2,3,6,130.365,0.0
half_cheetah,3,2,3,9,154.003,0.0
half_cheetah,3,2,3,8,137.417,0.0
half_cheetah,3,2,4,0,134.855,0.0
half_cheetah,3,2,4,1,133.034,0.0
half_cheetah,3,2,4,3,129.906,0.0
half_cheetah,3,2,4,2,143.023,0.0
half_cheetah,3,2,4,4,136.235,0.0
half_cheetah,3,2,4,5,137.096,0.0
half_cheetah,3,2,4,6,128.852,0.0
half_cheetah,3,2,4,7,131.553,0.0
half_cheetah,3,2,4,8,146.076,0.0
half_cheetah,3,2,4,9,144.083,0.0
half_cheetah,3,3,0,1,85.0011,0.0
half_cheetah,3,3,0,0,280.037,1.0
half_cheetah,3,3,0,2,245.307,1.0
half_cheetah,3,3,0,3,50.5846,0.0
half_cheetah,3,3,0,4,43.0735,0.0
half_cheetah,3,3,0,5,705.645,3.0
half_cheetah,3,3,0,6,59.2828,0.0
half_cheetah,3,3,0,7,83.7963,0.0
half_cheetah,3,3,0,8,468.138,2.0
half_cheetah,3,3,0,9,106.065,0.0
half_cheetah,3,3,1,0,874.75,4.0
half_cheetah,3,3,1,1,1164.09,5.0
half_cheetah,3,3,1,2,789.925,3.0
half_cheetah,3,3,1,3,1094.68,5.0
half_cheetah,3,3,1,4,911.927,4.0
half_cheetah,3,3,1,5,868.824,4.0
half_cheetah,3,3,1,6,282.474,1.0
half_cheetah,3,3,1,7,274.732,1.0
half_cheetah,3,3,1,8,84.1514,0.0
half_cheetah,3,3,1,9,91.592,0.0
half_cheetah,3,3,2,1,74.2395,0.0
half_cheetah,3,3,2,0,73.0016,0.0
half_cheetah,3,3,2,3,73.2582,0.0
half_cheetah,3,3,2,2,84.8179,0.0
half_cheetah,3,3,2,4,78.3137,0.0
half_cheetah,3,3,2,5,74.2968,0.0
half_cheetah,3,3,2,6,72.6791,0.0
half_cheetah,3,3,2,7,73.2044,0.0
half_cheetah,3,3,2,9,86.5644,0.0
half_cheetah,3,3,2,8,78.1088,0.0
half_cheetah,3,3,3,0,1119.65,5.0
half_cheetah,3,3,3,1,1046.1,5.0
half_cheetah,3,3,3,3,654.352,3.0
half_cheetah,3,3,3,2,891.72,4.0
half_cheetah,3,3,3,5,299.576,1.0
half_cheetah,3,3,3,4,95.6768,0.0
half_cheetah,3,3,3,6,1223.4,6.0
half_cheetah,3,3,3,7,700.987,3.0
half_cheetah,3,3,3,9,451.398,2.0
half_cheetah,3,3,3,8,1085.47,5.0
half_cheetah,3,3,4,1,272.235,1.0
half_cheetah,3,3,4,0,269.686,1.0
half_cheetah,3,3,4,2,1056.24,5.0
half_cheetah,3,3,4,3,295.332,1.0
half_cheetah,3,3,4,4,895.112,4.0
half_cheetah,3,3,4,5,1038.42,5.0
half_cheetah,3,3,4,6,1062.87,5.0
half_cheetah,3,3,4,7,469.53,2.0
half_cheetah,3,3,4,9,84.1544,0.0
half_cheetah,3,3,4,8,1037.45,5.0
half_cheetah,3,4,0,0,43.9532,0.0
half_cheetah,3,4,0,1,65.0246,0.0
half_cheetah,3,4,0,2,61.3866,0.0
half_cheetah,3,4,0,3,55.5437,0.0
half_cheetah,3,4,0,4,51.393,0.0
half_cheetah,3,4,0,5,49.8557,0.0
half_cheetah,3,4,0,7,51.4284,0.0
half_cheetah,3,4,0,6,53.5622,0.0
half_cheetah,3,4,0,8,46.2066,0.0
half_cheetah,3,4,0,9,67.7496,0.0
half_cheetah,3,4,1,1,64.1869,0.0
half_cheetah,3,4,1,0,45.5408,0.0
half_cheetah,3,4,1,2,356.432,1.0
half_cheetah,3,4,1,3,20.6839,0.0
half_cheetah,3,4,1,4,52.7504,0.0
half_cheetah,3,4,1,5,50.1636,0.0
half_cheetah,3,4,1,6,18.4586,0.0
half_cheetah,3,4,1,7,42.5269,0.0
half_cheetah,3,4,1,9,52.4287,0.0
half_cheetah,3,4,1,8,29.5179,0.0
half_cheetah,3,4,2,1,54.1519,0.0
half_cheetah,3,4,2,0,45.1224,0.0
half_cheetah,3,4,2,3,45.443,0.0
half_cheetah,3,4,2,2,66.6103,0.0
half_cheetah,3,4,2,4,49.0993,0.0
half_cheetah,3,4,2,5,47.0707,0.0
half_cheetah,3,4,2,6,45.0174,0.0
half_cheetah,3,4,2,7,44.238,0.0
half_cheetah,3,4,2,9,56.7604,0.0
half_cheetah,3,4,2,8,49.3799,0.0
half_cheetah,3,4,3,0,19.0,0.0
half_cheetah,3,4,3,1,54.5148,0.0
half_cheetah,3,4,3,2,67.1961,0.0
half_cheetah,3,4,3,3,56.4928,0.0
half_cheetah,3,4,3,4,44.6979,0.0
half_cheetah,3,4,3,5,50.7984,0.0
half_cheetah,3,4,3,6,51.8292,0.0
half_cheetah,3,4,3,7,17.5668,0.0
half_cheetah,3,4,3,9,67.6264,0.0
half_cheetah,3,4,3,8,22.472,0.0
half_cheetah,3,4,4,0,53.7863,0.0
half_cheetah,3,4,4,1,30.5861,0.0
half_cheetah,3,4,4,2,165.041,0.0
half_cheetah,3,4,4,3,18.9579,0.0
half_cheetah,3,4,4,4,25.6174,0.0
half_cheetah,3,4,4,5,53.1082,0.0
half_cheetah,3,4,4,6,48.0084,0.0
half_cheetah,3,4,4,7,24.5166,0.0
half_cheetah,3,4,4,8,25.9554,0.0
half_cheetah,3,4,4,9,38.885,0.0
half_cheetah,4,0,0,0,69.0112,0.0
half_cheetah,4,0,0,1,70.5655,0.0
half_cheetah,4,0,0,2,66.9986,0.0
half_cheetah,4,0,0,3,-92.9341,0.0
half_cheetah,4,0,0,4,72.5013,0.0
half_cheetah,4,0,0,5,69.3245,0.0
half_cheetah,4,0,0,6,68.3632,0.0
half_cheetah,4,0,0,7,67.7613,0.0
half_cheetah,4,0,0,9,72.0895,0.0
half_cheetah,4,0,1,0,78.1274,0.0
half_cheetah,4,0,0,8,66.1556,0.0
half_cheetah,4,0,1,1,85.9909,0.0
half_cheetah,4,0,1,3,60.9599,0.0
half_cheetah,4,0,1,2,88.2956,0.0
half_cheetah,4,0,1,4,80.055,0.0
half_cheetah,4,0,1,5,78.5931,0.0
half_cheetah,4,0,1,6,77.4675,0.0
half_cheetah,4,0,1,7,70.0337,0.0
half_cheetah,4,0,1,9,55.8039,0.0
half_cheetah,4,0,1,8,79.0428,0.0
half_cheetah,4,0,2,0,68.9905,0.0
half_cheetah,4,0,2,1,76.5223,0.0
half_cheetah,4,0,2,3,68.928,0.0
half_cheetah,4,0,2,2,79.5723,0.0
half_cheetah,4,0,2,4,70.6607,0.0
half_cheetah,4,0,2,6,66.7703,0.0
half_cheetah,4,0,2,5,70.5829,0.0
half_cheetah,4,0,2,7,67.725,0.0
half_cheetah,4,0,2,9,81.1947,0.0
half_cheetah,4,0,3,0,74.5238,0.0
half_cheetah,4,0,2,8,71.5745,0.0
half_cheetah,4,0,3,1,75.5076,0.0
half_cheetah,4,0,3,2,83.455,0.0
half_cheetah,4,0,3,3,67.1745,0.0
half_cheetah,4,0,3,4,73.3948,0.0
half_cheetah,4,0,3,5,69.6791,0.0
half_cheetah,4,0,3,6,73.7174,0.0
half_cheetah,4,0,3,7,63.3963,0.0
half_cheetah,4,0,3,9,78.4999,0.0
half_cheetah,4,0,3,8,70.9977,0.0
half_cheetah,4,0,4,0,70.1565,0.0
half_cheetah,4,0,4,1,78.1603,0.0
half_cheetah,4,0,4,2,80.1372,0.0
half_cheetah,4,0,4,3,68.9917,0.0
half_cheetah,4,0,4,4,72.7905,0.0
half_cheetah,4,0,4,5,70.8591,0.0
half_cheetah,4,0,4,6,68.7943,0.0
half_cheetah,4,0,4,7,68.1496,0.0
half_cheetah,4,0,4,9,80.5573,0.0
half_cheetah,4,0,4,8,73.1058,0.0
half_cheetah,4,1,0,0,86.862,0.0
half_cheetah,4,1,0,1,94.605,0.0
half_cheetah,4,1,0,3,85.8306,0.0
half_cheetah,4,1,0,2,96.6937,0.0
half_cheetah,4,1,0,4,89.5291,0.0
half_cheetah,4,1,0,5,87.4657,0.0
half_cheetah,4,1,0,6,85.5321,0.0
half_cheetah,4,1,0,7,84.7841,0.0
half_cheetah,4,1,0,8,89.8532,0.0
half_cheetah,4,1,0,9,97.2213,0.0
half_cheetah,4,1,1,0,83.208,0.0
half_cheetah,4,1,1,1,89.7863,0.0
half_cheetah,4,1,1,2,91.9024,0.0
half_cheetah,4,1,1,3,78.4911,0.0
half_cheetah,4,1,1,4,83.9416,0.0
half_cheetah,4,1,1,5,80.5249,0.0
half_cheetah,4,1,1,6,79.4291,0.0
half_cheetah,4,1,1,7,80.7801,0.0
half_cheetah,4,1,1,9,91.8194,0.0
half_cheetah,4,1,1,8,85.3682,0.0
half_cheetah,4,1,2,0,63.3911,0.0
half_cheetah,4,1,2,1,70.6966,0.0
half_cheetah,4,1,2,2,71.736,0.0
half_cheetah,4,1,2,3,63.455,0.0
half_cheetah,4,1,2,4,65.1307,0.0
half_cheetah,4,1,2,5,62.9409,0.0
half_cheetah,4,1,2,6,62.0566,0.0
half_cheetah,4,1,2,7,58.6165,0.0
half_cheetah,4,1,2,9,74.7782,0.0
half_cheetah,4,1,3,0,84.8305,0.0
half_cheetah,4,1,2,8,65.7775,0.0
half_cheetah,4,1,3,1,93.6378,0.0
half_cheetah,4,1,3,2,96.4997,0.0
half_cheetah,4,1,3,3,84.7569,0.0
half_cheetah,4,1,3,4,88.424,0.0
half_cheetah,4,1,3,5,85.2056,0.0
half_cheetah,4,1,3,7,81.876,0.0
half_cheetah,4,1,3,6,83.4337,0.0
half_cheetah,4,1,3,8,89.0527,0.0
half_cheetah,4,1,3,9,96.1217,0.0
half_cheetah,4,1,4,0,85.9062,0.0
half_cheetah,4,1,4,1,93.5654,0.0
half_cheetah,4,1,4,2,96.0676,0.0
half_cheetah,4,1,4,3,84.7035,0.0
half_cheetah,4,1,4,4,88.4835,0.0
half_cheetah,4,1,4,5,86.3599,0.0
half_cheetah,4,1,4,6,84.5637,0.0
half_cheetah,4,1,4,7,82.995,0.0
half_cheetah,4,1,4,9,95.9109,0.0
half_cheetah,4,1,4,8,88.8879,0.0
half_cheetah,4,2,0,0,127.45,0.0
half_cheetah,4,2,0,1,125.316,0.0
half_cheetah,4,2,0,2,126.975,0.0
half_cheetah,4,2,0,3,127.7,0.0
half_cheetah,4,2,0,4,123.579,0.0
half_cheetah,4,2,0,6,116.751,0.0
half_cheetah,4,2,0,5,116.323,0.0
half_cheetah,4,2,0,7,113.657,0.0
half_cheetah,4,2,0,8,122.721,0.0
half_cheetah,4,2,1,0,81.3959,0.0
half_cheetah,4,2,0,9,133.881,0.0
half_cheetah,4,2,1,2,148.833,0.0
half_cheetah,4,2,1,1,142.744,0.0
half_cheetah,4,2,1,3,130.657,0.0
half_cheetah,4,2,1,4,128.618,0.0
half_cheetah,4,2,1,6,141.631,0.0
half_cheetah,4,2,1,5,127.023,0.0
half_cheetah,4,2,1,7,122.168,0.0
half_cheetah,4,2,1,9,130.536,0.0
half_cheetah,4,2,1,8,142.062,0.0
half_cheetah,4,2,2,0,140.071,0.0
half_cheetah,4,2,2,1,138.123,0.0
half_cheetah,4,2,2,3,131.73,0.0
half_cheetah,4,2,2,2,140.427,0.0
half_cheetah,4,2,2,4,139.386,0.0
half_cheetah,4,2,2,5,131.384,0.0
half_cheetah,4,2,2,6,137.088,0.0
half_cheetah,4,2,2,7,131.316,0.0
half_cheetah,4,2,2,8,135.701,0.0
half_cheetah,4,2,2,9,147.187,0.0
half_cheetah,4,2,3,0,133.76,0.0
half_cheetah,4,2,3,1,143.793,0.0
half_cheetah,4,2,3,2,145.061,0.0
half_cheetah,4,2,3,3,137.114,0.0
half_cheetah,4,2,3,4,141.236,0.0
half_cheetah,4,2,3,5,137.627,0.0
half_cheetah,4,2,3,6,136.332,0.0
half_cheetah,4,2,3,7,135.104,0.0
half_cheetah,4,2,3,9,146.716,0.0
half_cheetah,4,2,3,8,138.296,0.0
half_cheetah,4,2,4,0,132.746,0.0
half_cheetah,4,2,4,1,138.093,0.0
half_cheetah,4,2,4,2,136.9,0.0
half_cheetah,4,2,4,4,132.755,0.0
half_cheetah,4,2,4,3,130.825,0.0
half_cheetah,4,2,4,5,122.858,0.0
half_cheetah,4,2,4,6,41.0333,0.0
half_cheetah,4,2,4,7,133.276,0.0
half_cheetah,4,2,4,8,141.185,0.0
half_cheetah,4,2,4,9,146.401,0.0
half_cheetah,4,3,0,0,57.6538,0.0
half_cheetah,4,3,0,1,59.8786,0.0
half_cheetah,4,3,0,2,60.9632,0.0
half_cheetah,4,3,0,3,51.8203,0.0
half_cheetah,4,3,0,4,59.5024,0.0
half_cheetah,4,3,0,5,51.877,0.0
half_cheetah,4,3,0,6,50.2785,0.0
half_cheetah,4,3,0,7,49.8794,0.0
half_cheetah,4,3,0,8,53.8616,0.0
half_cheetah,4,3,0,9,63.0085,0.0
half_cheetah,4,3,1,0,51.9413,0.0
half_cheetah,4,3,1,1,65.5304,0.0
half_cheetah,4,3,1,2,66.3666,0.0
half_cheetah,4,3,1,3,50.6813,0.0
half_cheetah,4,3,1,4,58.9335,0.0
half_cheetah,4,3,1,5,57.5751,0.0
half_cheetah,4,3,1,6,53.9662,0.0
half_cheetah,4,3,1,7,55.5864,0.0
half_cheetah,4,3,1,8,58.6522,0.0
half_cheetah,4,3,1,9,64.8308,0.0
half_cheetah,4,3,2,0,52.8715,0.0
