,Gen,NbVert,NbActR,NbTeamR,MinTraining,AvgTraining,MaxTraining,MinTrainingScore,AvgTrainingScore,MaxTrainingScore,MinValidation,AvgValidation,MaxValidation,MinValidationScore,AvgValidationScore,MaxValidationScore,T_eval,T_valid,T_decim,T_mutat,T_total,ValidationScoreObs0,ValidationScoreObs01,ValidationScoreObs1,ValidationSuccessObs0,ValidationSuccessObs01,ValidationSuccessObs1,environment,seed,folder,Type,taskGroup,ValidationScoreObs014,ValidationScoreObs4,ValidationSuccessObs014,ValidationSuccessObs4
93,550,1000,1000,0,-1213.85,-145.58,159.03,-872.62,201.43,574.73,-407.46,23.53,115.66,-52.71,375.48,524.77,8.63,8.02,0.03,8.08,4636.29,395.864,463.514,731.1,1.6,2.0,3.0,half_cheetah,2,Tourn.MAPLE,Naive,twoTasks,,,,
94,600,1000,1000,0,-1140.51,-96.55,179.98,-851.97,254.65,577.92,-285.62,25.89,102.29,-20.7,388.5,534.25,8.28,8.25,0.02,8.31,5061.39,422.361,523.4,737.89,1.6,2.0,3.0,half_cheetah,2,Tourn.MAPLE,Naive,twoTasks,,,,
95,650,1000,1000,0,-1118.53,-104.58,135.73,-912.73,238.68,561.05,-447.8,54.46,168.72,-59.03,413.65,557.19,8.22,7.79,0.03,7.85,5494.28,450.377,545.903,715.262,1.8,2.4,3.0,half_cheetah,2,Tourn.MAPLE,Naive,twoTasks,,,,
96,700,1000,1000,0,-1192.47,-133.44,195.08,-905.88,197.09,593.32,-317.95,25.74,171.85,-38.74,381.2,575.24,7.73,7.88,0.03,7.94,5926.75,410.868,538.478,736.668,1.4,2.4,3.0,half_cheetah,2,Tourn.MAPLE,Naive,twoTasks,,,,
97,750,1000,1000,0,-1100.53,-154.71,139.89,-894.32,181.55,565.62,-298.52,49.9,155.45,12.62,410.55,571.13,7.85,7.86,0.02,7.93,6367.49,427.94,595.985,722.701,1.8,2.4,3.0,half_cheetah,2,Tourn.MAPLE,Naive,twoTasks,,,,
98,800,1000,1000,0,-1167.36,-156.09,162.83,-915.08,164.32,574.05,-301.12,30.63,181.19,-103.77,381.68,575.37,7.71,8.27,0.03,8.32,6806.24,450.884,567.768,752.563,1.8,2.6,3.0,half_cheetah,2,Tourn.MAPLE,Naive,twoTasks,,,,
99,850,1000,1000,0,-1123.71,-52.42,208.57,-892.39,294.39,610.08,-533.65,76.79,165.7,-233.33,432.52,569.44,8.87,8.06,0.03,8.11,7246.9,428.869,627.789,752.089,1.8,2.8,3.2,half_cheetah,2,Tourn.MAPLE,Naive,twoTasks,,,,
100,900,1000,1000,0,-1066.07,-121.1,171.1,-925.66,211.21,571.36,-533.59,68.01,191.33,-219.05,434.32,586.9,8.01,8.19,0.03,8.27,7691.02,521.1,607.169,759.79,2.0,2.6,3.2,half_cheetah,2,Tourn.MAPLE,Naive,twoTasks,,,,
101,950,1000,1000,0,-1262.64,-101.59,175.18,-871.91,241.25,573.43,-428.83,60.56,156.49,-44.42,424.55,560.27,8.25,8.09,0.03,8.15,8144.62,440.489,552.496,753.678,1.8,2.4,3.0,half_cheetah,2,Tourn.MAPLE,Naive,twoTasks,,,,
102,1000,1000,1000,0,-1125.44,-37.7,261.3,-919.25,326.3,664.47,-297.9,81.78,176.21,-1.81,456.57,571.67,8.66,8.33,0.03,8.38,8587.47,432.374,562.693,747.023,1.6,2.4,3.2,half_cheetah,2,Tourn.MAPLE,Naive,twoTasks,,,,
103,1050,1000,1000,0,-1248.45,-78.81,215.52,-907.93,282.14,628.37,-506.0,73.85,183.35,-238.95,454.42,586.51,8.55,8.29,0.02,8.34,9030.89,476.743,529.055,729.351,1.8,2.2,3.0,half_cheetah,2,Tourn.MAPLE,Naive,twoTasks,,,,
104,1100,1000,1000,0,-1162.71,-79.71,205.8,-912.97,283.86,632.83,-271.66,69.12,141.04,26.02,451.41,565.34,8.32,8.83,0.03,8.88,9480.15,442.955,572.107,717.257,1.6,2.6,3.0,half_cheetah,2,Tourn.MAPLE,Naive,twoTasks,,,,
105,1150,1000,1000,0,-1099.28,-140.08,167.82,-886.89,217.9,611.36,-382.99,59.88,165.29,-76.62,436.13,567.69,8.74,8.61,0.03,8.67,9932.57,489.368,560.008,717.614,2.0,2.4,3.0,half_cheetah,2,Tourn.MAPLE,Naive,twoTasks,,,,
106,1200,1000,1000,0,-1175.96,-147.06,212.87,-867.37,199.93,632.08,-355.28,56.64,172.19,13.35,436.11,563.82,8.36,8.36,0.03,8.42,10388.31,469.001,586.172,764.492,1.8,2.4,3.0,half_cheetah,2,Tourn.MAPLE,Naive,twoTasks,,,,
107,1250,1000,1000,0,-1197.07,-101.4,169.76,-856.2,258.27,584.11,-490.39,74.3,154.37,-187.55,460.81,570.98,8.98,8.82,0.03,8.91,10845.99,491.753,554.58,723.904,2.0,2.2,3.0,half_cheetah,2,Tourn.MAPLE,Naive,twoTasks,,,,
108,1300,1000,1000,0,-1122.89,-77.86,232.32,-747.26,287.62,650.74,-349.98,84.15,166.89,13.0,470.92,579.63,8.64,8.66,0.03,8.73,11304.89,516.075,551.989,722.22,2.2,2.4,3.0,half_cheetah,2,Tourn.MAPLE,Naive,twoTasks,,,,
109,1350,1000,1000,0,-1129.37,-116.78,216.73,-920.86,246.04,623.93,-726.27,72.27,158.95,-326.07,460.49,583.21,8.95,8.44,0.03,8.52,11765.83,522.886,588.826,730.988,2.0,2.4,3.0,half_cheetah,2,Tourn.MAPLE,Naive,twoTasks,,,,
110,1400,1000,1000,0,-1165.6,-95.91,206.88,-814.01,260.4,616.2,-433.63,81.04,164.73,-43.62,460.41,582.1,8.79,8.3,0.04,8.36,12226.32,495.8,561.568,747.927,1.8,2.4,3.2,half_cheetah,2,Tourn.MAPLE,Naive,twoTasks,,,,
111,1450,1000,1000,0,-1196.91,-158.46,217.1,-913.53,216.64,627.32,-779.92,30.31,201.05,-372.69,410.18,599.56,9.19,8.49,0.03,8.57,12682.0,480.862,575.558,739.779,1.8,2.4,3.0,half_cheetah,2,Tourn.MAPLE,Naive,twoTasks,,,,
112,1500,1000,1000,0,-1035.33,-101.97,185.12,-778.07,249.96,588.54,-384.21,71.84,165.66,-6.81,461.14,589.94,8.5,8.34,0.03,8.41,13139.15,501.268,562.178,722.677,2.0,2.2,3.0,half_cheetah,2,Tourn.MAPLE,Naive,twoTasks,,,,
113,1550,1000,1000,0,-1159.33,-34.83,229.57,-926.23,343.9,648.58,-446.75,94.22,191.94,-43.45,490.27,596.23,9.02,8.62,0.03,8.69,13604.31,494.733,616.733,736.24,2.2,2.6,3.0,half_cheetah,2,Tourn.MAPLE,Naive,twoTasks,,,,
114,1600,1000,1000,0,-1147.59,-51.08,204.43,-894.91,327.45,624.3,-649.04,94.26,157.67,-255.53,488.04,584.69,9.27,8.85,0.03,8.91,14068.55,469.895,581.296,738.919,2.0,2.4,3.0,half_cheetah,2,Tourn.MAPLE,Naive,twoTasks,,,,
115,1650,1000,1000,0,-1139.58,-42.38,218.24,-907.36,328.71,616.05,-471.46,99.86,181.6,-59.34,490.78,589.2,9.41,8.71,0.04,8.77,14536.22,497.62,525.993,745.918,1.8,2.2,3.0,half_cheetah,2,Tourn.MAPLE,Naive,twoTasks,,,,
116,1700,1000,1000,0,-1176.41,-105.77,233.09,-892.39,242.93,654.05,-330.35,58.4,166.78,-13.32,440.42,592.85,8.35,8.68,0.04,8.76,15010.48,512.307,554.815,761.6,2.2,2.4,3.2,half_cheetah,2,Tourn.MAPLE,Naive,twoTasks,,,,
117,1750,1000,1000,0,-1246.84,-106.49,203.49,-892.46,260.47,624.21,-299.29,73.48,148.04,-25.46,458.54,574.54,9.35,8.88,0.05,8.95,15481.45,460.68,564.683,730.512,1.8,2.4,3.0,half_cheetah,2,Tourn.MAPLE,Naive,twoTasks,,,,
118,1800,1000,1000,0,-1023.37,-103.0,184.13,-725.76,268.41,602.01,-804.73,62.93,157.98,-411.75,447.43,578.03,9.33,8.66,0.04,8.72,15951.16,529.665,589.678,735.868,2.2,2.6,3.0,half_cheetah,2,Tourn.MAPLE,Naive,twoTasks,,,,
119,1850,1000,1000,0,-1273.59,-27.06,243.1,-917.97,356.08,664.99,-367.72,101.69,179.19,16.12,490.74,601.06,9.99,8.92,0.04,8.98,16425.64,509.672,545.113,745.569,2.2,2.2,3.2,half_cheetah,2,Tourn.MAPLE,Naive,twoTasks,,,,
120,1900,1000,1000,0,-1071.12,-129.36,183.66,-928.07,203.35,587.09,-618.84,58.94,171.63,-180.01,435.57,583.9,9.47,8.53,0.03,8.58,16911.66,479.296,558.567,761.347,2.0,2.2,3.2,half_cheetah,2,Tourn.MAPLE,Naive,twoTasks,,,,
121,1950,1000,1000,0,-1256.51,-100.06,200.28,-908.72,257.47,615.46,-476.59,85.71,176.82,-143.27,467.11,588.57,9.31,8.75,0.04,8.83,17410.19,476.218,586.977,744.997,1.8,2.4,3.0,half_cheetah,2,Tourn.MAPLE,Naive,twoTasks,,,,
122,1999,1000,1000,0,-1114.26,-66.08,194.94,-774.6,295.42,599.24,-431.8,107.61,183.56,-38.45,496.46,592.54,9.77,9.03,0.03,9.03,17890.6,536.858,594.346,777.388,2.4,2.4,3.4,half_cheetah,2,Tourn.MAPLE,Naive,twoTasks,,,,
123,0,1000,1000,0,-1044.68,-138.56,38.94,-917.28,-16.51,75.26,-108.74,-99.15,-161.15,-48.51,27.11,75.87,8.04,7.83,0.02,7.87,15.99,75.2627,74.4402,83.3903,0.0,0.0,0.0,half_cheetah,3,Tourn.MAPLE,Naive,twoTasks,,,,
124,50,1000,1000,0,-1203.42,-257.81,-158.59,-917.16,53.23,178.3,-694.86,-155.17,-108.64,-257.69,168.57,238.79,8.55,8.49,0.02,8.52,470.5,68.9103,70.1124,569.493,0.0,0.0,2.4,half_cheetah,3,Tourn.MAPLE,Naive,twoTasks,,,,
125,100,1000,1000,0,-1402.49,-75.93,66.41,-914.68,248.92,406.48,-387.27,-69.76,2.04,17.67,225.83,261.09,8.2,6.96,0.01,6.99,893.24,77.6128,81.1758,636.667,0.0,0.0,2.8,half_cheetah,3,Tourn.MAPLE,Naive,twoTasks,,,,
126,150,1000,1000,0,-1294.51,-202.26,-115.1,-916.67,79.8,189.77,-254.69,-74.52,-10.92,51.84,235.19,267.9,7.79,7.57,0.02,7.61,1288.5,78.5291,74.8636,669.293,0.0,0.0,3.0,half_cheetah,3,Tourn.MAPLE,Naive,twoTasks,,,,
127,200,1000,1000,0,-1154.1,-185.85,-70.3,-862.98,192.16,344.42,-418.53,-155.92,-130.21,-28.93,244.9,290.65,8.74,8.55,0.02,8.59,1714.45,75.8718,70.8429,725.04,0.0,0.0,3.0,half_cheetah,3,Tourn.MAPLE,Naive,twoTasks,,,,
128,250,1000,1000,0,-1003.79,-270.04,-210.88,-525.81,138.31,269.33,-447.2,-173.59,-183.27,14.07,266.1,289.56,9.27,9.37,0.02,9.4,2184.49,72.0624,71.2286,724.957,0.0,0.0,3.0,half_cheetah,3,Tourn.MAPLE,Naive,twoTasks,,,,
129,300,1000,1000,0,-786.18,-219.53,-140.68,-455.82,150.08,242.34,-254.58,-119.96,-94.94,57.62,266.46,292.07,9.25,8.84,0.02,8.89,2654.52,75.2205,74.3076,716.982,0.0,0.0,3.0,half_cheetah,3,Tourn.MAPLE,Naive,twoTasks,,,,
130,350,1000,1000,0,-1239.21,-273.65,-148.2,-819.61,89.29,264.34,-366.7,-131.44,-123.2,20.48,273.22,299.81,8.7,8.68,0.02,8.72,3127.57,75.2182,74.307,736.506,0.0,0.0,3.0,half_cheetah,3,Tourn.MAPLE,Naive,twoTasks,,,,
131,400,1000,1000,0,-920.58,-232.33,-146.37,-520.19,152.17,266.82,-481.82,-134.21,-97.99,-30.32,280.85,303.03,8.75,9.02,0.02,9.06,3597.93,75.0499,74.5125,755.121,0.0,0.0,3.0,half_cheetah,3,Tourn.MAPLE,Naive,twoTasks,,,,
132,450,1000,1000,0,-1231.21,-212.27,-79.99,-869.46,190.62,315.01,-406.97,-135.93,-118.81,-58.92,276.17,303.59,9.08,8.75,0.02,8.79,4063.97,75.5091,74.8617,754.804,0.0,0.0,3.0,half_cheetah,3,Tourn.MAPLE,Naive,twoTasks,,,,
133,500,1000,1000,0,-984.49,-246.18,-99.04,-588.76,119.5,272.9,-458.51,-128.28,-96.66,-30.37,273.38,307.79,9.32,9.1,0.03,9.14,4538.71,75.8392,75.2575,770.614,0.0,0.0,3.0,half_cheetah,3,Tourn.MAPLE,Naive,twoTasks,,,,
134,550,1000,1000,0,-1275.81,-200.17,-106.29,-891.09,172.44,278.93,-269.26,-113.28,-110.87,-156.79,274.23,302.29,9.51,8.9,0.03,8.95,5020.15,76.9723,81.7537,756.36,0.0,0.0,3.0,half_cheetah,3,Tourn.MAPLE,Naive,twoTasks,,,,
135,600,1000,1000,0,-947.39,-148.39,-39.99,-594.42,244.06,363.68,-244.5,-111.87,-94.47,17.84,279.01,302.26,9.0,9.87,0.03,9.91,5504.11,76.1187,75.2332,748.598,0.0,0.0,3.0,half_cheetah,3,Tourn.MAPLE,Naive,twoTasks,,,,
136,650,1000,1000,0,-998.22,-182.75,-57.84,-696.63,194.19,339.31,-434.79,-112.53,-90.79,-53.21,276.87,302.12,9.63,9.04,0.03,9.11,5992.32,76.2901,77.7176,753.4,0.0,0.0,3.0,half_cheetah,3,Tourn.MAPLE,Naive,twoTasks,,,,
137,700,1000,1000,0,-1142.67,-225.74,-122.43,-756.44,133.48,267.12,-464.71,-110.43,-77.75,-97.34,277.97,302.36,9.49,8.94,0.03,8.98,6479.03,76.4779,75.5135,756.037,0.0,0.0,3.0,half_cheetah,3,Tourn.MAPLE,Naive,twoTasks,,,,
138,750,1000,1000,0,-849.36,-245.75,-83.96,-603.05,102.26,288.13,-439.55,-105.82,-72.29,-11.15,272.67,307.46,9.57,8.98,0.02,9.02,6973.37,78.5951,77.5375,764.197,0.0,0.0,3.2,half_cheetah,3,Tourn.MAPLE,Naive,twoTasks,,,,
139,800,1000,1000,0,-880.37,-244.58,-158.66,-551.28,85.49,202.24,-335.03,-98.31,-70.05,40.13,277.24,307.97,8.83,9.05,0.03,9.1,7464.67,78.5464,77.7409,771.196,0.0,0.0,3.2,half_cheetah,3,Tourn.MAPLE,Naive,twoTasks,,,,
140,850,1000,1000,0,-1055.99,-176.29,-57.13,-662.08,201.94,332.08,-373.27,-99.09,-77.99,-10.43,279.03,308.47,9.57,9.07,0.02,9.12,7958.67,76.6963,77.6972,759.243,0.0,0.0,3.0,half_cheetah,3,Tourn.MAPLE,Naive,twoTasks,,,,
141,900,1000,1000,0,-1142.31,-246.49,-110.09,-903.06,68.78,266.89,-387.91,-113.71,-71.39,-8.41,261.16,307.91,9.26,9.02,0.02,9.06,8452.51,76.7265,79.9929,771.707,0.0,0.0,3.2,half_cheetah,3,Tourn.MAPLE,Naive,twoTasks,,,,
142,950,1000,1000,0,-1216.42,-186.51,-57.46,-922.34,167.91,321.7,-288.03,-94.99,-69.54,60.49,283.06,311.33,9.47,8.81,0.03,8.86,8940.65,76.7225,75.8444,782.098,0.0,0.0,3.0,half_cheetah,3,Tourn.MAPLE,Naive,twoTasks,,,,
143,1000,1000,1000,0,-919.0,-142.34,-14.41,-591.05,245.0,393.71,-382.02,-102.67,-40.91,-4.05,280.31,308.33,9.49,9.04,0.02,9.09,9431.74,76.79,77.7892,760.068,0.0,0.0,3.0,half_cheetah,3,Tourn.MAPLE,Naive,twoTasks,,,,
144,1050,1000,1000,0,-1127.28,-180.19,-99.45,-838.17,190.07,274.79,-357.9,-98.15,-75.97,58.99,287.47,312.31,8.94,9.07,0.03,9.12,9919.43,76.9878,76.1701,780.865,0.0,0.0,3.0,half_cheetah,3,Tourn.MAPLE,Naive,twoTasks,,,,
145,1100,1000,1000,0,-912.79,-200.77,-81.52,-564.57,156.42,285.17,-378.5,-91.58,-73.99,1.86,291.49,314.58,9.35,9.11,0.03,9.16,10407.88,77.107,76.4109,776.699,0.0,0.0,3.0,half_cheetah,3,Tourn.MAPLE,Naive,twoTasks,,,,
146,1150,1000,1000,0,-1126.04,-196.85,-45.96,-779.48,180.3,351.95,-447.95,-101.23,-69.76,-69.49,287.98,311.17,9.5,8.88,0.03,8.94,10889.13,77.3138,76.5385,779.787,0.0,0.0,3.2,half_cheetah,3,Tourn.MAPLE,Naive,twoTasks,,,,
147,1200,1000,1000,0,-960.34,-219.84,-89.82,-598.29,138.38,281.63,-236.97,-96.3,-84.62,33.18,291.85,313.5,9.47,8.95,0.03,9.01,11376.77,78.9798,78.2289,771.207,0.0,0.0,3.2,half_cheetah,3,Tourn.MAPLE,Naive,twoTasks,,,,
148,1250,1000,1000,0,-944.64,-203.71,-64.28,-556.41,161.92,295.62,-304.35,-92.13,-76.48,-20.17,288.65,313.07,8.91,8.66,0.03,8.71,11860.28,78.8838,78.2706,786.246,0.0,0.0,3.2,half_cheetah,3,Tourn.MAPLE,Naive,twoTasks,,,,
149,1300,1000,1000,0,-1017.84,-215.08,-95.82,-681.77,145.88,262.17,-326.91,-97.14,-79.9,5.4,288.94,313.06,8.97,9.21,0.03,9.27,12335.27,79.1433,78.2391,785.31,0.0,0.0,3.0,half_cheetah,3,Tourn.MAPLE,Naive,twoTasks,,,,
150,1350,1000,1000,0,-1006.34,-241.41,-79.81,-710.63,105.8,304.25,-433.47,-100.96,-76.04,-4.81,281.8,315.12,8.88,8.89,0.03,8.94,12815.99,79.2057,78.4216,782.711,0.0,0.0,3.0,half_cheetah,3,Tourn.MAPLE,Naive,twoTasks,,,,
151,1400,1000,1000,0,-921.73,-208.35,-115.01,-607.96,153.71,266.48,-211.61,-96.91,-78.41,49.6,290.99,316.31,9.14,9.03,0.03,9.08,13297.12,79.0926,76.8505,778.33,0.0,0.0,3.4,half_cheetah,3,Tourn.MAPLE,Naive,twoTasks,,,,
152,1450,1000,1000,0,-1330.45,-167.93,-24.08,-914.46,247.31,377.41,-575.06,-100.35,-77.82,-201.21,288.64,315.66,9.38,9.71,0.04,9.78,13776.28,77.3315,77.7661,789.628,0.0,0.0,3.0,half_cheetah,3,Tourn.MAPLE,Naive,twoTasks,,,,
153,1500,1000,1000,0,-831.2,-218.3,-147.63,-418.07,127.74,222.55,-720.99,-98.6,-54.65,-338.35,286.63,313.94,9.31,8.78,0.04,8.85,14249.76,81.0473,78.2852,780.88,0.0,0.0,3.2,half_cheetah,3,Tourn.MAPLE,Naive,twoTasks,,,,
154,1550,1000,1000,0,-901.22,-157.93,-52.24,-572.06,232.36,353.79,-260.79,-99.1,-87.25,46.43,294.08,315.15,9.15,9.29,0.04,9.34,14727.52,79.0129,79.5815,777.532,0.0,0.0,3.0,half_cheetah,3,Tourn.MAPLE,Naive,twoTasks,,,,
155,1600,1000,1000,0,-949.13,-192.59,-40.81,-646.17,186.75,280.91,-293.17,-98.69,-81.05,34.0,291.48,315.45,9.15,8.74,0.04,8.81,15204.7,81.3683,78.5408,776.182,0.0,0.0,3.2,half_cheetah,3,Tourn.MAPLE,Naive,twoTasks,,,,
156,1650,1000,1000,0,-1014.76,-153.46,-39.84,-631.22,247.02,368.81,-355.0,-99.46,-92.71,55.56,291.31,312.24,9.23,8.91,0.04,8.98,15679.29,79.0267,76.6401,774.496,0.0,0.0,3.0,half_cheetah,3,Tourn.MAPLE,Naive,twoTasks,,,,
157,1700,1000,1000,0,-831.18,-212.21,-165.97,-403.81,130.7,206.12,-247.28,-94.35,-80.78,23.51,292.2,315.53,9.05,8.78,0.04,8.84,16156.75,78.6896,78.08,793.509,0.0,0.0,3.2,half_cheetah,3,Tourn.MAPLE,Naive,twoTasks,,,,
158,1750,1000,1000,0,-1030.83,-176.95,80.73,-636.44,207.14,290.07,-320.66,-91.82,-84.47,68.25,290.83,313.38,8.58,8.51,0.03,8.57,16638.15,87.3806,86.3519,769.013,0.0,0.0,3.2,half_cheetah,3,Tourn.MAPLE,Naive,twoTasks,,,,
159,1800,1000,1000,0,-996.37,-85.39,-30.78,-520.86,226.81,351.52,-493.72,33.71,64.26,-29.91,287.69,314.66,6.86,5.27,0.04,5.33,17002.47,87.8421,86.9733,755.742,0.0,0.0,3.0,half_cheetah,3,Tourn.MAPLE,Naive,twoTasks,,,,
160,1850,1000,1000,0,-1060.27,-75.27,114.85,-594.37,273.68,390.74,-393.36,46.14,99.06,-2.97,291.22,314.61,7.61,5.13,0.03,5.2,17328.53,87.5986,87.105,753.37,0.0,0.0,3.0,half_cheetah,3,Tourn.MAPLE,Naive,twoTasks,,,,
161,1900,1000,1000,0,-667.68,-89.3,-13.03,-212.71,120.13,250.54,-361.0,47.93,79.58,60.08,290.99,314.55,4.93,5.1,0.04,5.17,17647.42,87.7001,86.8574,770.027,0.0,0.0,3.0,half_cheetah,3,Tourn.MAPLE,Naive,twoTasks,,,,
162,1950,1000,1000,0,-888.09,-95.28,65.84,-474.45,192.53,309.84,-150.55,44.25,79.03,54.07,295.37,317.73,6.19,5.35,0.04,5.41,17958.53,87.7672,87.0653,769.077,0.0,0.0,3.0,half_cheetah,3,Tourn.MAPLE,Naive,twoTasks,,,,
163,1999,1000,1000,0,-936.35,-90.56,12.09,-486.78,157.64,298.89,-428.07,50.36,57.93,16.61,293.24,316.7,5.42,5.1,0.03,5.1,18261.77,87.8481,87.0777,777.75,0.0,0.0,3.0,half_cheetah,3,Tourn.MAPLE,Naive,twoTasks,,,,
164,0,1000,1000,0,-1067.48,-139.72,58.54,-914.41,-21.24,196.41,-419.95,-93.06,27.38,-170.66,27.95,128.56,8.03,7.55,0.02,7.6,15.72,186.85,142.609,83.5241,0.6,0.4,0.0,half_cheetah,4,Tourn.MAPLE,Naive,twoTasks,,,,
165,50,1000,1000,0,-714.23,-113.81,105.46,-413.46,185.89,436.5,-247.2,-111.78,33.02,23.46,190.47,308.6,7.55,7.09,0.01,7.12,404.44,522.957,313.32,77.1124,2.2,1.2,0.0,half_cheetah,4,Tourn.MAPLE,Naive,twoTasks,,,,
166,100,1000,1000,0,-1186.81,-185.24,-145.73,-902.76,99.87,213.03,-252.5,-81.71,-22.18,64.14,218.76,325.16,7.84,7.5,0.01,7.53,795.5,562.996,318.397,82.2348,2.2,1.2,0.0,half_cheetah,4,Tourn.MAPLE,Naive,twoTasks,,,,
167,150,1000,1000,0,-984.08,-110.58,24.92,-565.92,162.25,342.87,-91.04,-47.9,24.55,49.35,232.28,339.02,7.78,7.39,0.01,7.42,1194.76,617.794,321.131,81.4656,2.6,1.2,0.0,half_cheetah,4,Tourn.MAPLE,Naive,twoTasks,,,,
168,200,1000,1000,0,-692.71,-144.82,20.1,-494.04,126.58,348.1,-240.89,-36.74,11.47,39.42,248.62,359.18,7.72,7.52,0.01,7.56,1594.29,663.345,319.385,81.0919,2.8,1.2,0.0,half_cheetah,4,Tourn.MAPLE,Naive,twoTasks,,,,
169,250,1000,1000,0,-809.43,-115.67,-25.04,-609.0,164.53,299.98,-317.69,-30.37,75.83,61.37,268.04,363.18,8.0,7.66,0.01,7.69,1994.75,712.717,319.568,81.4837,3.2,1.2,0.0,half_cheetah,4,Tourn.MAPLE,Naive,twoTasks,,,,
170,300,1000,1000,0,-935.76,-95.63,18.41,-689.84,184.18,336.8,-243.28,-21.45,28.81,61.68,269.24,349.86,8.13,7.63,0.01,7.67,2401.48,672.239,321.523,81.5618,2.8,1.2,0.0,half_cheetah,4,Tourn.MAPLE,Naive,twoTasks,,,,
171,350,1000,1000,0,-903.05,-86.14,69.32,-644.3,199.69,332.09,-36.21,-20.12,24.45,52.75,278.1,367.02,8.04,7.61,0.02,7.64,2809.41,675.579,322.346,80.5955,3.0,1.2,0.0,half_cheetah,4,Tourn.MAPLE,Naive,twoTasks,,,,
172,400,1000,1000,0,-904.96,-109.59,15.26,-633.91,178.73,344.3,-264.71,-32.24,29.76,59.0,271.12,361.67,8.03,7.87,0.01,7.9,3219.92,685.293,318.048,81.1949,3.0,1.2,0.0,half_cheetah,4,Tourn.MAPLE,Naive,twoTasks,,,,
173,450,1000,1000,0,-1068.95,-177.97,-46.15,-908.98,119.16,291.75,-199.27,-29.95,48.32,65.58,270.29,360.22,8.2,7.61,0.01,7.64,3634.51,642.495,317.888,82.1493,2.6,1.2,0.0,half_cheetah,4,Tourn.MAPLE,Naive,twoTasks,,,,
174,500,1000,1000,0,-912.97,-137.41,-96.82,-578.36,161.13,249.82,-190.35,-19.81,37.22,61.49,287.63,370.75,8.19,7.71,0.02,7.74,4052.71,670.344,322.011,82.2233,2.8,1.2,0.0,half_cheetah,4,Tourn.MAPLE,Naive,twoTasks,,,,
175,550,1000,1000,0,-792.18,-205.01,-93.53,-571.32,109.31,210.28,-140.14,-30.13,42.48,69.56,286.77,371.35,8.34,7.82,0.02,7.85,4476.21,708.257,323.192,81.9218,3.0,1.2,0.0,half_cheetah,4,Tourn.MAPLE,Naive,twoTasks,,,,
176,600,1000,1000,0,-1247.04,-157.61,30.73,-903.95,144.64,369.52,-255.23,-20.99,80.83,62.31,289.66,375.89,8.03,7.85,0.02,7.88,4899.28,728.243,321.818,82.2581,3.2,1.2,0.0,half_cheetah,4,Tourn.MAPLE,Naive,twoTasks,,,,
177,650,1000,1000,0,-625.82,-102.88,5.5,-435.18,190.59,346.81,-151.23,-21.72,40.26,67.25,288.67,367.5,7.9,7.87,0.01,7.9,5323.28,701.282,321.444,82.3647,2.8,1.2,0.0,half_cheetah,4,Tourn.MAPLE,Naive,twoTasks,,,,
178,700,1000,1000,0,-665.97,-84.24,-28.8,-417.97,214.75,314.01,-290.82,-22.64,61.01,75.57,280.63,378.88,8.22,7.74,0.01,7.77,5745.98,741.689,322.324,83.3908,3.2,1.2,0.0,half_cheetah,4,Tourn.MAPLE,Naive,twoTasks,,,,
179,750,1000,1000,0,-667.83,-91.99,22.04,-349.57,212.37,365.26,-178.07,-26.7,46.61,69.17,291.04,376.89,7.9,7.78,0.02,7.82,6171.01,725.016,321.955,84.2962,3.2,1.2,0.0,half_cheetah,4,Tourn.MAPLE,Naive,twoTasks,,,,
180,800,1000,1000,0,-1030.37,-132.01,44.23,-774.01,179.6,392.73,-225.96,-28.58,43.09,25.34,290.29,388.33,8.13,7.74,0.01,7.77,6591.92,767.756,318.746,82.3258,3.2,1.2,0.0,half_cheetah,4,Tourn.MAPLE,Naive,twoTasks,,,,
181,850,1000,1000,0,-962.29,-195.74,-98.99,-661.68,119.02,248.98,-202.31,-20.73,62.76,63.07,306.21,404.62,8.37,7.89,0.02,7.93,7016.65,750.296,322.249,81.6819,3.2,1.2,0.0,half_cheetah,4,Tourn.MAPLE,Naive,twoTasks,,,,
182,900,1000,1000,0,-1173.62,-42.89,71.39,-911.69,271.36,418.0,-311.86,-13.71,42.7,72.21,316.95,395.45,7.75,7.97,0.02,8.0,7441.68,782.376,323.293,82.8912,3.4,1.2,0.0,half_cheetah,4,Tourn.MAPLE,Naive,twoTasks,,,,
183,950,1000,1000,0,-1182.43,-104.49,1.13,-866.06,211.67,352.52,-251.13,-14.49,81.3,89.06,303.55,397.55,8.46,7.86,0.02,7.9,7874.4,798.387,322.794,83.4238,3.6,1.2,0.0,half_cheetah,4,Tourn.MAPLE,Naive,twoTasks,,,,
184,1000,1000,1000,0,-883.47,-142.99,-105.73,-619.51,170.51,246.41,-101.95,-4.63,68.8,39.33,318.7,392.21,8.11,8.09,0.02,8.13,8305.04,796.113,323.625,82.6248,3.6,1.2,0.0,half_cheetah,4,Tourn.MAPLE,Naive,twoTasks,,,,
185,1050,1000,1000,0,-620.08,-80.8,26.34,-288.22,238.75,370.74,-230.2,0.37,52.81,97.15,327.68,385.58,8.07,7.9,0.02,7.93,8738.49,804.29,323.537,83.1432,3.4,1.2,0.0,half_cheetah,4,Tourn.MAPLE,Naive,twoTasks,,,,
